fastq_name,syn_id,visit,donor_id,library_id
BRI-458_S2_L003_R1_001.fastq.gz,syn26380821,V0,300-2666,BRI-458
BRI-458_S2_L004_R1_001.fastq.gz,syn26380823,V0,300-2666,BRI-458
BRI-458_S2_L001_R2_001.fastq.gz,syn26380818,V0,300-2666,BRI-458
BRI-458_S2_L002_R2_001.fastq.gz,syn26380825,V0,300-2666,BRI-458
BRI-458_S2_L003_R2_001.fastq.gz,syn26380829,V0,300-2666,BRI-458
BRI-458_S2_L004_R2_001.fastq.gz,syn26380831,V0,300-2666,BRI-458
BRI-442_S20_L003_I1_001.fastq.gz,syn26380331,V0,301-0168,BRI-442
BRI-442_S20_L004_I1_001.fastq.gz,syn26380342,V0,301-0168,BRI-442
BRI-442_S20_L003_R1_001.fastq.gz,syn26380341,V0,301-0168,BRI-442
BRI-442_S20_L004_R1_001.fastq.gz,syn26380347,V0,301-0168,BRI-442
BRI-442_S20_L003_R2_001.fastq.gz,syn26380348,V0,301-0168,BRI-442
BRI-442_S20_L004_R2_001.fastq.gz,syn26380350,V0,301-0168,BRI-442
BRI-440_S19_L003_I1_001.fastq.gz,syn26380315,V0,300-1934,BRI-440
BRI-440_S19_L004_I1_001.fastq.gz,syn26380326,V0,300-1934,BRI-440
BRI-440_S19_L003_R1_001.fastq.gz,syn26380329,V0,300-1934,BRI-440
BRI-440_S19_L004_R1_001.fastq.gz,syn26380334,V0,300-1934,BRI-440
BRI-440_S19_L003_R2_001.fastq.gz,syn26380345,V0,300-1934,BRI-440
BRI-440_S19_L004_R2_001.fastq.gz,syn26380346,V0,300-1934,BRI-440
BRI-438_S18_L003_I1_001.fastq.gz,syn26380300,V0,301-0269,BRI-438
BRI-438_S18_L004_I1_001.fastq.gz,syn26380306,V0,301-0269,BRI-438
BRI-438_S18_L003_R1_001.fastq.gz,syn26380309,V0,301-0269,BRI-438
BRI-438_S18_L004_R1_001.fastq.gz,syn26380313,V0,301-0269,BRI-438
BRI-438_S18_L003_R2_001.fastq.gz,syn26380324,V0,301-0269,BRI-438
BRI-438_S18_L004_R2_001.fastq.gz,syn26380343,V0,301-0269,BRI-438
BRI-431_S17_L003_I1_001.fastq.gz,syn26380274,V0,300-0453,BRI-431
BRI-431_S17_L004_I1_001.fastq.gz,syn26380291,V0,300-0453,BRI-431
BRI-431_S17_L003_R1_001.fastq.gz,syn26380277,V0,300-0453,BRI-431
BRI-431_S17_L004_R1_001.fastq.gz,syn26380299,V0,300-0453,BRI-431
BRI-431_S17_L003_R2_001.fastq.gz,syn26380296,V0,300-0453,BRI-431
BRI-431_S17_L004_R2_001.fastq.gz,syn26380305,V0,300-0453,BRI-431
BRI-436_S8_L001_I1_001.fastq.gz,syn26380172,V0,300-0223,BRI-436
BRI-436_S8_L002_I1_001.fastq.gz,syn26380173,V0,300-0223,BRI-436
BRI-436_S8_L001_R1_001.fastq.gz,syn26380183,V0,300-0223,BRI-436
BRI-436_S8_L002_R1_001.fastq.gz,syn26380184,V0,300-0223,BRI-436
BRI-436_S8_L001_R2_001.fastq.gz,syn26380188,V0,300-0223,BRI-436
BRI-436_S8_L002_R2_001.fastq.gz,syn26380192,V0,300-0223,BRI-436
BRI-429_S16_L003_I1_001.fastq.gz,syn26380238,V0,300-2662,BRI-429
BRI-429_S16_L004_I1_001.fastq.gz,syn26380247,V0,300-2662,BRI-429
BRI-429_S16_L003_R1_001.fastq.gz,syn26380250,V0,300-2662,BRI-429
BRI-429_S16_L004_R1_001.fastq.gz,syn26380252,V0,300-2662,BRI-429
BRI-429_S16_L003_R2_001.fastq.gz,syn26380263,V0,300-2662,BRI-429
BRI-429_S16_L004_R2_001.fastq.gz,syn26380270,V0,300-2662,BRI-429
BRI-425_S15_L003_I1_001.fastq.gz,syn26380248,V0,300-0408,BRI-425
BRI-425_S15_L004_I1_001.fastq.gz,syn26380254,V0,300-0408,BRI-425
BRI-425_S15_L003_R1_001.fastq.gz,syn26380251,V0,300-0408,BRI-425
BRI-425_S15_L004_R1_001.fastq.gz,syn26380273,V0,300-0408,BRI-425
BRI-425_S15_L003_R2_001.fastq.gz,syn26380282,V0,300-0408,BRI-425
BRI-425_S15_L004_R2_001.fastq.gz,syn26380290,V0,300-0408,BRI-425
BRI-427_S7_L001_I1_001.fastq.gz,syn26380170,V0,300-0414,BRI-427
BRI-427_S7_L002_I1_001.fastq.gz,syn26380171,V0,300-0414,BRI-427
BRI-427_S7_L001_R1_001.fastq.gz,syn26380181,V0,300-0414,BRI-427
BRI-427_S7_L002_R1_001.fastq.gz,syn26380182,V0,300-0414,BRI-427
BRI-427_S7_L001_R2_001.fastq.gz,syn26380185,V0,300-0414,BRI-427
BRI-427_S7_L002_R2_001.fastq.gz,syn26380186,V0,300-0414,BRI-427
BRI-417_S14_L003_I1_001.fastq.gz,syn26380232,V0,300-0228,BRI-417
BRI-417_S14_L004_I1_001.fastq.gz,syn26380233,V0,300-0228,BRI-417
BRI-417_S14_L003_R1_001.fastq.gz,syn26380234,V0,300-0228,BRI-417
BRI-417_S14_L004_R1_001.fastq.gz,syn26380237,V0,300-0228,BRI-417
BRI-417_S14_L003_R2_001.fastq.gz,syn26380249,V0,300-0228,BRI-417
BRI-417_S14_L004_R2_001.fastq.gz,syn26380253,V0,300-0228,BRI-417
BRI-421_S6_L001_I1_001.fastq.gz,syn26380133,V0,300-0501,BRI-421
BRI-421_S6_L002_I1_001.fastq.gz,syn26380134,V0,300-0501,BRI-421
BRI-421_S6_L001_R1_001.fastq.gz,syn26380154,V0,300-0501,BRI-421
BRI-421_S6_L002_R1_001.fastq.gz,syn26380155,V0,300-0501,BRI-421
BRI-421_S6_L001_R2_001.fastq.gz,syn26380165,V0,300-0501,BRI-421
BRI-421_S6_L002_R2_001.fastq.gz,syn26380162,V0,300-0501,BRI-421
BRI-419_S5_L001_I1_001.fastq.gz,syn26380128,V0,300-2669,BRI-419
BRI-419_S5_L002_I1_001.fastq.gz,syn26380129,V0,300-2669,BRI-419
BRI-419_S5_L001_R1_001.fastq.gz,syn26380135,V0,300-2669,BRI-419
BRI-419_S5_L002_R1_001.fastq.gz,syn26380136,V0,300-2669,BRI-419
BRI-419_S5_L001_R2_001.fastq.gz,syn26380151,V0,300-2669,BRI-419
BRI-419_S5_L002_R2_001.fastq.gz,syn26380140,V0,300-2669,BRI-419
BRI-413_S13_L003_I1_001.fastq.gz,syn26380223,V0,300-0143,BRI-413
BRI-413_S13_L004_I1_001.fastq.gz,syn26380227,V0,300-0143,BRI-413
BRI-413_S13_L003_R1_001.fastq.gz,syn26380226,V0,300-0143,BRI-413
BRI-413_S13_L004_R1_001.fastq.gz,syn26380229,V0,300-0143,BRI-413
BRI-413_S13_L003_R2_001.fastq.gz,syn26380231,V0,300-0143,BRI-413
BRI-413_S13_L004_R2_001.fastq.gz,syn26380246,V0,300-0143,BRI-413
BRI-415_S4_L001_I1_001.fastq.gz,syn26380125,V0,300-1933,BRI-415
BRI-415_S4_L002_I1_001.fastq.gz,syn26380126,V0,300-1933,BRI-415
BRI-415_S4_L001_R1_001.fastq.gz,syn26380132,V0,300-1933,BRI-415
BRI-415_S4_L002_R1_001.fastq.gz,syn26380127,V0,300-1933,BRI-415
BRI-415_S4_L001_R2_001.fastq.gz,syn26380137,V0,300-1933,BRI-415
BRI-415_S4_L002_R2_001.fastq.gz,syn26380138,V0,300-1933,BRI-415
BRI-411_S12_L003_I1_001.fastq.gz,syn26380200,V0,300-0309,BRI-411
BRI-411_S12_L004_I1_001.fastq.gz,syn26380201,V0,300-0309,BRI-411
BRI-411_S12_L003_R1_001.fastq.gz,syn26380209,V0,300-0309,BRI-411
BRI-411_S12_L004_R1_001.fastq.gz,syn26380210,V0,300-0309,BRI-411
BRI-411_S12_L003_R2_001.fastq.gz,syn26380214,V0,300-0309,BRI-411
BRI-411_S12_L004_R2_001.fastq.gz,syn26380220,V0,300-0309,BRI-411
BRI-409_S11_L003_I1_001.fastq.gz,syn26380208,V0,300-0460,BRI-409
BRI-409_S11_L004_I1_001.fastq.gz,syn26380215,V0,300-0460,BRI-409
BRI-409_S11_L003_R1_001.fastq.gz,syn26380216,V0,300-0460,BRI-409
BRI-409_S11_L004_R1_001.fastq.gz,syn26380221,V0,300-0460,BRI-409
BRI-409_S11_L003_R2_001.fastq.gz,syn26380222,V0,300-0460,BRI-409
BRI-409_S11_L004_R2_001.fastq.gz,syn26380224,V0,300-0460,BRI-409
BRI-407_S10_L003_I1_001.fastq.gz,syn26380197,V0,300-2663,BRI-407
BRI-407_S10_L004_I1_001.fastq.gz,syn26380199,V0,300-2663,BRI-407
BRI-407_S10_L003_R1_001.fastq.gz,syn26380202,V0,300-2663,BRI-407
BRI-407_S10_L004_R1_001.fastq.gz,syn26380203,V0,300-2663,BRI-407
BRI-407_S10_L003_R2_001.fastq.gz,syn26380211,V0,300-2663,BRI-407
BRI-407_S10_L004_R2_001.fastq.gz,syn26380213,V0,300-2663,BRI-407
BRI-405_S9_L003_I1_001.fastq.gz,syn26380193,V0,300-0310,BRI-405
BRI-405_S9_L004_I1_001.fastq.gz,syn26380196,V0,300-0310,BRI-405
BRI-405_S9_L003_R1_001.fastq.gz,syn26380194,V0,300-0310,BRI-405
BRI-405_S9_L004_R1_001.fastq.gz,syn26380198,V0,300-0310,BRI-405
BRI-405_S9_L003_R2_001.fastq.gz,syn26380195,V0,300-0310,BRI-405
BRI-405_S9_L004_R2_001.fastq.gz,syn26380207,V0,300-0310,BRI-405
BRI-401_S2_L001_I1_001.fastq.gz,syn26380120,V0,300-0302,BRI-401
BRI-401_S2_L002_I1_001.fastq.gz,syn26380121,V0,300-0302,BRI-401
BRI-401_S2_L001_R1_001.fastq.gz,syn26380122,V0,300-0302,BRI-401
BRI-401_S2_L002_R1_001.fastq.gz,syn26380123,V0,300-0302,BRI-401
BRI-401_S2_L002_R2_001.fastq.gz,syn26380131,V0,300-0302,BRI-401
BRI-401_S2_L001_R2_001.fastq.gz,syn26380124,V0,300-0302,BRI-401
BRI-403_S3_L001_I1_001.fastq.gz,syn26380163,V0,300-0150,BRI-403
BRI-403_S3_L002_I1_001.fastq.gz,syn26380164,V0,300-0150,BRI-403
BRI-403_S3_L001_R1_001.fastq.gz,syn26380168,V0,300-0150,BRI-403
BRI-403_S3_L002_R1_001.fastq.gz,syn26380169,V0,300-0150,BRI-403
BRI-403_S3_L001_R2_001.fastq.gz,syn26380176,V0,300-0150,BRI-403
BRI-403_S3_L002_R2_001.fastq.gz,syn26380178,V0,300-0150,BRI-403
BRI-399_S1_L001_I1_001.fastq.gz,syn26380076,V0,301-0267,BRI-399
BRI-399_S1_L002_I1_001.fastq.gz,syn26380075,V0,301-0267,BRI-399
BRI-399_S1_L001_R1_001.fastq.gz,syn26380079,V0,301-0267,BRI-399
BRI-399_S1_L002_R1_001.fastq.gz,syn26380078,V0,301-0267,BRI-399
BRI-399_S1_L002_R2_001.fastq.gz,syn26380119,V0,301-0267,BRI-399
BRI-399_S1_L001_R2_001.fastq.gz,syn26380080,V0,301-0267,BRI-399
